CD_CLIENTE;SEGMENTO;FAIXA_FATURAMENTO;MARCA_TOTVS;MODALIDADE_COMERCIALIZADA;REGIAO;RESPOSTA_NPS_RELACIONAL;Tempo_Relacionamento_media;RECEITA_RECORRENTE_media;QTDE_TICKETS_media;CLIENTE_PRIME_un;cluster
T07061;MANUFATURA;Faixa 06 - De 50 M ate 75 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;0.0;2.486.181.818;307057826.0;0.0;;1
T06574;MANUFATURA;Faixa 06 - De 50 M ate 75 M;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Norte;0.0;5.547.638.298;915250781.0;0.0;;3
T09269;MANUFATURA;Faixa 06 - De 50 M ate 75 M;MODALIDADE TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;0.0;6.187.198.157;213194498.0;0.0;;3
T10731;MANUFATURA;Faixa 07 - De 75 M ate 150 M;BACKOFFICE - PARCEIRO;MODALIDADE TRADICIONAL;Sul;0.0;2.411.714.286;1569093966.0;0.0;;1
T12315;VAREJO;Faixa 01 - De 4,5 M ate 7,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;Sul;0.0;6.404.818.182;71824953.0;0.0;;3
T15389;SAUDE;Faixa 00 - Ate 4,5 M;FLUIG - CORE;MODALIDADE TRADICIONAL;Sudeste;0.0;4.567.565.217;567320325.0;0.0;;1
T14551;CONSTRUCAO E PROJETOS;Faixa 00 - Ate 4,5 M;SERVICOS DE IMPLANTACAO;MODALIDADE SERVICOS NÃO RECORRENTES;Sudeste;0.0;5.081.125;178531516.0;0.0;;3
T28597;EDUCACIONAL;Faixa 02 - De 7,5 M ate 15 M;MODALIDADE TRADICIONAL;MODALIDADE TRADICIONAL;Nordeste;0.0;8.212.974.359;77753044.0;0.0;;3
T34957;SAUDE;Faixa 09 - De 300 M ate 500 M;CLOUD INTERA;MODALIDADE SERVICOS RECORRENTES;Sudeste;0.0;3.212.666.667;689528282.0;0.0;;1
T36201;SERVICOS;Faixa 02 - De 7,5 M ate 15 M;FLUIG - CORE;MODALIDADE TRADICIONAL;Sudeste;0.0;5722.0;160787334.0;0.0;;3
T54071;MANUFATURA;Faixa 08 - De 150 M ate 300 M;MODALIDADE TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;0.0;48.316.875;151599989.0;0.0;;3
T55212;SERVICOS;Faixa 03 - De 15 M ate 25 M;FEEDZ;MODALIDADE TRADICIONAL;Sudeste;0.0;3026.5;0.0;0.0;;1
T57693;MANUFATURA;Faixa 00 - Ate 4,5 M;SOFTWARE COMPLEMENTAR;MODALIDADE SERVICOS NÃO RECORRENTES;Sudeste;0.0;5.697.333.333;1122123335.0;0.0;;3
T50741;SERVICOS;Faixa 00 - Ate 4,5 M;RH - CORE;MODALIDADE TRADICIONAL;Nordeste;0.0;5446.0;57741181.0;0.0;;3
T92194;LOGISTICA;Faixa 01 - De 4,5 M ate 7,5 M;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;Sul;0.0;5319.3;99762828.0;0.0;;3
TB1574;DISTRIBUICAO;Faixa 02 - De 7,5 M ate 15 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;Sudeste;0.0;3175.0;624310330.0;0.0;;1
TB4817;DISTRIBUICAO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - PARCEIRO;MODALIDADE TRADICIONAL;Nordeste;0.0;2191.75;263924120.0;0.0;;1
TAAQR8;MANUFATURA;Faixa 10 - De 500 M ate 850 M;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;0.0;4445.25;96866898.0;0.0;;1
TB2603;VAREJO;Faixa 02 - De 7,5 M ate 15 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;Nordeste;0.0;1997.0;55491240.0;0.0;;1
TB5740;DISTRIBUICAO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;Nordeste;0.0;1.884.421.053;155161502.0;0.0;;1
TCBJA3;VAREJO;Faixa 00 - Ate 4,5 M;MICRO E PEQUENOS NEGOCIOS (FOOD);MPN;Sul;0.0;3.030.809.524;42174673.0;0.0;;1
TCAPIM;SERVICOS;Faixa 00 - Ate 4,5 M;MICRO E PEQUENOS NEGOCIOS (FOOD);MPN;Sudeste;0.0;20.566.875;71976577.0;0.0;;1
TDC15M;VAREJO;Faixa 02 - De 7,5 M ate 15 M;AMS;MODALIDADE SERVICOS RECORRENTES;Sudeste;0.0;2381.0;26433531.0;0.0;;1
TB5204;DISTRIBUICAO;Faixa 02 - De 7,5 M ate 15 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;Sudeste;0.0;3158.6;2054087169.0;0.0;;1
TC5793;SERVICOS;Faixa 00 - Ate 4,5 M;MICRO E PEQUENOS NEGOCIOS;MPN;Sudeste;0.0;3.794.214.286;79235354.0;0.0;;1
TEVMBC;LOGISTICA;Faixa 09 - De 300 M ate 500 M;MANUFATURA - PARCEIRO;MODALIDADE TRADICIONAL;Sudeste;0.0;4.330.125;430514630.0;0.0;;1
TCBL46;VAREJO;Faixa 00 - Ate 4,5 M;MICRO E PEQUENOS NEGOCIOS (FOOD);MPN;Sudeste;0.0;3.181.842.105;49156674.0;0.0;;1
TCBQC0;VAREJO;Faixa 00 - Ate 4,5 M;MICRO E PEQUENOS NEGOCIOS (FOOD);MPN;Sudeste;0.0;2.889.857.143;58734354.0;0.0;;1
TB4864;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE SERVICOS NÃO RECORRENTES;Norte;0.0;2.408.428.571;54188906.0;0.0;;1
TCAMYE;SERVICOS;Faixa 00 - Ate 4,5 M;MICRO E PEQUENOS NEGOCIOS (FOOD);MPN;Sudeste;0.0;3.275.111.111;103860661.0;0.0;;1
TEZDH6;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;Norte;0.0;4435.0;85329596.0;0.0;;1
TEXHTW;SERVICOS;Faixa 02 - De 7,5 M ate 15 M;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;Centro-Oeste;0.0;4922.5;63976091.0;0.0;;1
TEZFJM;DISTRIBUICAO;Faixa 02 - De 7,5 M ate 15 M;CLOUD INTERA;MODALIDADE TRADICIONAL;Sudeste;0.0;3.655.740.741;121446528.0;0.0;;1
TEZBSF;AGROINDUSTRIA;Faixa 04 - De 25 M ate 35 M;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Centro-Oeste;0.0;4145.75;231984206.0;0.0;;1
TEZGEF;MANUFATURA;Faixa 08 - De 150 M ate 300 M;BACKOFFICE - PARCEIRO;MODALIDADE TRADICIONAL;Sul;0.0;2.718.277.778;552340130.0;0.0;;1
TEZLHN;VAREJO;Faixa 00 - Ate 4,5 M;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;0.0;3.671.333.333;83140484.0;0.0;;1
TEZKUE;LOGISTICA;Faixa 00 - Ate 4,5 M;RH - CORE;MODALIDADE TRADICIONAL;Sul;0.0;3747.0;42830720.0;0.0;;1
TEZKG6;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;Nordeste;0.0;3.669.666.667;62066217.0;0.0;;1
TEZMIN;CONSTRUCAO E PROJETOS;Faixa 02 - De 7,5 M ate 15 M;CROSS - INTERA;MODALIDADE INTERA 17;Sudeste;0.0;3.614.666.667;667809906.0;0.0;;1
TFC491;MANUFATURA;Faixa 00 - Ate 4,5 M;MICRO E PEQUENOS NEGOCIOS;MPN;Sudeste;0.0;1.747.354.839;28113478.0;0.0;;1
TFC609;VAREJO;Faixa 06 - De 50 M ate 75 M;PROGRESS;MODALIDADE TRADICIONAL;Sudeste;0.0;3.704.888.889;187506301.0;0.0;;1
TFBYS3;VAREJO;Faixa 00 - Ate 4,5 M;MICRO E PEQUENOS NEGOCIOS;MPN;Sudeste;0.0;1.667.882.353;25613632.0;0.0;;1
TEZO53;MANUFATURA;Faixa 05 - De 35 M ate 50 M;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;0.0;3238.0;140031500.0;0.0;;1
TEZOAB;SERVICOS;Faixa 02 - De 7,5 M ate 15 M;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;0.0;3074.0;241298502.0;0.0;;1
TFCMKB;LOGISTICA;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;Centro-Oeste;0.0;2090.0;166068211.0;0.0;;1
TFC793;LOGISTICA;Faixa 01 - De 4,5 M ate 7,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;Nordeste;0.0;2550.0;199665439.0;0.0;;1
TFCPEQ;SERVICOS;Faixa 00 - Ate 4,5 M;MICRO E PEQUENOS NEGOCIOS;MPN;Sudeste;0.0;1.568.772.727;6549025.0;0.0;;1
TFECGV;DISTRIBUICAO;Faixa 07 - De 75 M ate 150 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;Sudeste;0.0;8.320.300.429;657631244.0;0.0;;1
TFCIA8;SERVICOS;Faixa 01 - De 4,5 M ate 7,5 M;RH - PARCEIRO;MODALIDADE TRADICIONAL;Sudeste;0.0;2247.0;578963320.0;0.0;;1
TFDVHV;SERVICOS;Faixa 00 - Ate 4,5 M;BACKOFFICE - CORE;MODALIDADE SERVICOS NÃO RECORRENTES;Sudeste;0.0;359.8;889846303.0;0.0;;1
TFDU45;CONSTRUCAO E PROJETOS;Faixa 02 - De 7,5 M ate 15 M;CLOUD;MODALIDADE SERVICOS NÃO RECORRENTES;Nordeste;0.0;438.0;595277330.0;0.0;;1
TFDVMR;SAUDE;Faixa 01 - De 4,5 M ate 7,5 M;SAUDE - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;0.0;316.5;415078787.0;0.0;;1
TB1719;DISTRIBUICAO;Faixa 02 - De 7,5 M ate 15 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;Sudeste;0.0;5911.0;1365532844.0;0.0;;3
T60330;CONSTRUCAO E PROJETOS;Faixa 00 - Ate 4,5 M;CLOUD INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;276.875;439507582.0;0.0;;1
TDCGM3;VAREJO;Faixa 02 - De 7,5 M ate 15 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sul;0.0;453.375;712958514.0;0.0;;1
TDCGA4;SERVICOS;Faixa 01 - De 4,5 M ate 7,5 M;FLUIG - CORE;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;8.690.909.091;876378145.0;0.0;;1
TDCGLR;CONSTRUCAO E PROJETOS;Faixa 03 - De 15 M ate 25 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;1.405.133.333;914322162.0;0.0;;1
TFDDMK;MANUFATURA;Faixa 01 - De 4,5 M ate 7,5 M;CROSS - TRADICIONAL;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;1.207.722.222;145954532.0;0.0;;1
TFDVAH;VAREJO;Faixa 02 - De 7,5 M ate 15 M;CLOUD INTERA;MODALIDADE ASSINATURA (INTERA);Sul;0.0;387.0;631267028.0;0.0;;1
TFDUB2;MANUFATURA;Faixa 02 - De 7,5 M ate 15 M;CLOUD INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;450.0;1079446289.0;0.0;;1
TFDUQD;SERVICOS;Faixa 07 - De 75 M ate 150 M;CLOUD;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;420.0;1354191228.0;0.0;;1
TFDVA4;MANUFATURA;Faixa 04 - De 25 M ate 35 M;CLOUD;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;387.0;643362622.0;0.0;;1
TFDVE2;EDUCACIONAL;Faixa 01 - De 4,5 M ate 7,5 M;CLOUD INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;346.875;389711390.0;0.0;;1
TFEBS7;MANUFATURA;Faixa 05 - De 35 M ate 50 M;CLOUD;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;318.5;778879882.0;0.0;;1
TFECH8;SAUDE;Faixa 01 - De 4,5 M ate 7,5 M;CLOUD INTERA;MODALIDADE ASSINATURA (INTERA);Norte;0.0;291.0;1520986890.0;0.0;;1
TFECW2;MANUFATURA;Faixa 00 - Ate 4,5 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);Sul;0.0;266.0;1377446714.0;0.0;;1
TFEDIK;AGROINDUSTRIA;Faixa 07 - De 75 M ate 150 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Norte;0.0;235.0;11489636.0;0.0;;1
TFEDKU;MANUFATURA;Faixa 08 - De 150 M ate 300 M;CLOUD;MODALIDADE ASSINATURA (INTERA);Sul;0.0;2.278.095.238;1811100480.0;0.0;;1
TFDUPT;LOGISTICA;Faixa 02 - De 7,5 M ate 15 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;3.803.333.333;680635135.0;0.0;;1
TFEE29;VAREJO;Faixa 04 - De 25 M ate 35 M;CLOUD;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;203.0;1599489256.0;0.0;;1
TFEDIS;SERVICOS;Faixa 09 - De 300 M ate 500 M;CLOUD;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;235.0;3866541954.0;0.0;;1
TFDU41;MANUFATURA;Faixa 04 - De 25 M ate 35 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;381.8;881451018.0;0.0;;1
TFEE30;SERVICOS;Faixa 02 - De 7,5 M ate 15 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;203.0;796740271.0;0.0;;1
TFDUXW;MANUFATURA;Faixa 02 - De 7,5 M ate 15 M;CROSS - TRADICIONAL;MODALIDADE ASSINATURA (INTERA);Sul;0.0;4.081.875;740976570.0;0.0;;1
TFDVOL;MANUFATURA;Faixa 02 - De 7,5 M ate 15 M;CLOUD INTERA;MODALIDADE ASSINATURA (INTERA);Sul;0.0;351.0;740935170.0;0.0;;1
TFDU93;SERVICOS;Faixa 00 - Ate 4,5 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;367.75;2935186751.0;0.0;;1
TFEC45;MANUFATURA;Faixa 01 - De 4,5 M ate 7,5 M;CLOUD;MODALIDADE ASSINATURA (INTERA);Sul;0.0;296.0;629073098.0;0.0;;1
TFDUKX;SERVICOS;Faixa 01 - De 4,5 M ate 7,5 M;CLOUD;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;423.0;480488948.0;0.0;;1
TFDUOG;CONSTRUCAO E PROJETOS;Faixa 04 - De 25 M ate 35 M;CLOUD INTERA;MODALIDADE ASSINATURA (INTERA);Norte;0.0;394.0;761436819.0;0.0;;1
TFDUR1;CONSTRUCAO E PROJETOS;Faixa 00 - Ate 4,5 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;418.0;350213723.0;0.0;;1
TFEBLV;SERVICOS;Faixa 01 - De 4,5 M ate 7,5 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;1.293.857.143;1366788935.0;0.0;;1
TFDVK3;CONSTRUCAO E PROJETOS;Faixa 01 - De 4,5 M ate 7,5 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);Nordeste;0.0;358.0;287343660.0;0.0;;1
TFDUSI;DISTRIBUICAO;Faixa 03 - De 15 M ate 25 M;CLOUD;MODALIDADE ASSINATURA (INTERA);Nordeste;0.0;416.0;1468573306.0;0.0;;1
TFDUY1;CONSTRUCAO E PROJETOS;Faixa 05 - De 35 M ate 50 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;3.946.153.846;531785720.0;0.0;;1
TFDUYI;MANUFATURA;Faixa 00 - Ate 4,5 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);Sul;0.0;394.0;1186239526.0;0.0;;1
TFDVD8;DISTRIBUICAO;Faixa 00 - Ate 4,5 M;CLOUD;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;379.0;585598286.0;0.0;;1
TFEBO6;MANUFATURA;Faixa 05 - De 35 M ate 50 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;313.3;1370286965.0;0.0;;1
TFDUNC;CONSTRUCAO E PROJETOS;Faixa 03 - De 15 M ate 25 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;420.0;549902678.0;0.0;;1
TFDUNQ;CONSTRUCAO E PROJETOS;Faixa 02 - De 7,5 M ate 15 M;CLOUD;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;420.0;2853555591.0;0.0;;1
TFDVQ7;SERVICOS;Faixa 01 - De 4,5 M ate 7,5 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);Sul;0.0;344.0;752210750.0;0.0;;1
TFDUZR;SERVICOS;Faixa 03 - De 15 M ate 25 M;CLOUD;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;392.0;840939133.0;0.0;;1
TFEDJ6;MANUFATURA;Faixa 07 - De 75 M ate 150 M;CROSS - TRADICIONAL;MODALIDADE ASSINATURA (INTERA);Centro-Oeste;0.0;234.0;1314426088.0;0.0;;1
TFEC03;MANUFATURA;Faixa 03 - De 15 M ate 25 M;CLOUD;MODALIDADE ASSINATURA (INTERA);Norte;0.0;2.955.714.286;688428096.0;0.0;;1
TFEBM6;MANUFATURA;Faixa 07 - De 75 M ate 150 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;329.0;1392081268.0;0.0;;1
TFEBVQ;DISTRIBUICAO;Faixa 00 - Ate 4,5 M;CLOUD;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;316.0;367999630.0;0.0;;1
TFEDGE;CONSTRUCAO E PROJETOS;Faixa 02 - De 7,5 M ate 15 M;CLOUD;MODALIDADE ASSINATURA (INTERA);Sul;0.0;238.0;886817164.0;0.0;;1
TFECO8;SAUDE;Faixa 00 - Ate 4,5 M;CLOUD INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;275.125;668110082.0;0.0;;1
TFDVNY;SAUDE;Faixa 06 - De 50 M ate 75 M;GOODDATA;MODALIDADE ASSINATURA (INTERA);Nordeste;0.0;352.0;490715219.0;0.0;;1
TFECRV;LOGISTICA;Faixa 04 - De 25 M ate 35 M;CLOUD;MODALIDADE ASSINATURA (INTERA);Norte;0.0;223.5;945385110.0;0.0;;1
TFEBQE;SERVICOS;Faixa 08 - De 150 M ate 300 M;CLOUD INTERA;MODALIDADE ASSINATURA (INTERA);Nordeste;0.0;324.0;2547874013.0;0.0;;1
TFECWY;SERVICOS;Faixa 00 - Ate 4,5 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);Sul;0.0;262.0;451545568.0;0.0;;1
TFEDI0;MANUFATURA;Faixa 02 - De 7,5 M ate 15 M;CLOUD;MODALIDADE ASSINATURA (INTERA);Centro-Oeste;0.0;235.0;1398127291.0;0.0;;1
TFECWD;SERVICOS;Faixa 00 - Ate 4,5 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;266.0;243932466.0;0.0;;1
TFEDLO;MANUFATURA;Faixa 01 - De 4,5 M ate 7,5 M;RH - CORE;MODALIDADE ASSINATURA (INTERA);Norte;0.0;227.0;892024902.0;0.0;;1
TFEDA8;SERVICOS;Faixa 00 - Ate 4,5 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);Norte;0.0;253.0;503318383.0;0.0;;1
TFDV54;VAREJO;Faixa 06 - De 50 M ate 75 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;3.803.333.333;453897358.0;0.0;;1
TFDUTZ;MANUFATURA;Faixa 03 - De 15 M ate 25 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);Sul;0.0;410.0;514637949.0;0.0;;1
TFEC99;SERVICOS;Faixa 09 - De 300 M ate 500 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;295.0;1297054756.0;0.0;;1
TFDUQ0;MANUFATURA;Faixa 00 - Ate 4,5 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);Nordeste;0.0;420.0;841718742.0;0.0;;1
TFDUQR;DISTRIBUICAO;Faixa 04 - De 25 M ate 35 M;CLOUD INTERA;MODALIDADE ASSINATURA (INTERA);Nordeste;0.0;420.0;519849002.0;0.0;;1
TFDVK8;SAUDE;Faixa 04 - De 25 M ate 35 M;CLOUD INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;358.0;1741539634.0;0.0;;1
TFDV91;VAREJO;Faixa 01 - De 4,5 M ate 7,5 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;339.4;1420003722.0;0.0;;1
TFEBKG;MANUFATURA;Faixa 01 - De 4,5 M ate 7,5 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;330.5;622354532.0;0.0;;1
TFDVB4;CONSTRUCAO E PROJETOS;Faixa 02 - De 7,5 M ate 15 M;CLOUD;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;386.0;576851626.0;0.0;;1
TFEC34;DISTRIBUICAO;Faixa 01 - De 4,5 M ate 7,5 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;297.0;767027407.0;0.0;;1
TFEBPJ;SERVICOS;Faixa 01 - De 4,5 M ate 7,5 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);Centro-Oeste;0.0;326.0;657267494.0;0.0;;1
TFEDHY;SAUDE;Faixa 02 - De 7,5 M ate 15 M;CLOUD INTERA;MODALIDADE ASSINATURA (INTERA);Sul;0.0;235.0;1420367798.0;0.0;;1
TFEDGP;CONSTRUCAO E PROJETOS;Faixa 02 - De 7,5 M ate 15 M;CLOUD;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;238.0;748068010.0;0.0;;1
TFEDIV;MANUFATURA;Faixa 01 - De 4,5 M ate 7,5 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;235.0;1375570793.0;0.0;;1
TFEDGG;SERVICOS;Faixa 02 - De 7,5 M ate 15 M;CLOUD INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;239.0;774535963.0;0.0;;1
TFEBOH;LOGISTICA;Faixa 07 - De 75 M ate 150 M;CLOUD;MODALIDADE ASSINATURA (INTERA);Centro-Oeste;0.0;326.0;556554141.0;0.0;;1
TFEBRF;SAUDE;Faixa 00 - Ate 4,5 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Nordeste;0.0;323.0;849321068.0;0.0;;1
TFEDZO;CONSTRUCAO E PROJETOS;Faixa 01 - De 4,5 M ate 7,5 M;CLOUD INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;1.992.857.143;1170614530.0;0.0;;1
TFECAI;VAREJO;Faixa 01 - De 4,5 M ate 7,5 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;295.0;1199651719.0;0.0;;1
TFEBF9;MANUFATURA;Faixa 01 - De 4,5 M ate 7,5 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;332.0;1335033397.0;0.0;;1
TFDVKM;DISTRIBUICAO;Faixa 01 - De 4,5 M ate 7,5 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;357.0;781331932.0;0.0;;1
TA2995;HOSPITALITY;Faixa 00 - Ate 4,5 M;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;3.906.538.462;74365913.0;0.0;;1
TA3512;HOSPITALITY;Faixa 00 - Ate 4,5 M;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;2421.75;544279604.0;0.0;;1
TA3529;HOSPITALITY;Faixa 00 - Ate 4,5 M;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;3.136.344.828;112913733.0;0.0;;1
TA2896;HOSPITALITY;Faixa 00 - Ate 4,5 M;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;4.819.188.679;94762739.0;0.0;;1
TA3425;HOSPITALITY;Faixa 00 - Ate 4,5 M;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;3.568.777.778;150038394.0;0.0;;1
TA2869;HOSPITALITY;Faixa 02 - De 7,5 M ate 15 M;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;4.691.785.714;14316720.0;0.0;;1
TC6234;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;4328.0;122931460.0;0.0;;1
TCAIH6;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;2.218.333.333;38430087.0;0.0;;1
TCADJM;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;2350.5;64980144.0;0.0;;1
TC2857;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;2384.5;24979320.0;0.0;;1
TCAGZU;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;3710.0;134828376.0;0.0;;1
TC2394;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;3257.0;48298763.0;0.0;;1
TC0199;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;4468.0;102046885.0;0.0;;1
TC0975;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;2232.0;28306619.0;0.0;;1
TC2130;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;2.919.666.667;27441325.0;0.0;;1
TC7343;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;2204.0;50968167.0;0.0;;1
TCBIEK;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;2235.5;50968167.0;0.0;;1
TCADJO;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;2679.5;52597612.0;0.0;;1
